organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato,oppstartsdato,nedleggelsesdato
826915382,VIKI MASKIN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-04-08,,,903 68 551,,,826836512,,,,,,,False,,,,,,2026-04-11,2021-03-12,
826932392,COMPENSO HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-04-13,,,,,,995153262,,,,,,,False,,,,,,2026-04-11,2020-01-01,
826955082,A1 AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4307,SANDNES,,,2021-04-17,www.a1auto.no,40 05 52 77,910 03 356,rizzidreamcars@gmail.com,,926882279,,,,,,,False,,,,,,2026-04-11,2021-02-02,
826970782,SØR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3103,TØNSBERG,,,2021-04-20,,,,,,926942689,,,,,,,False,,,,,,2026-04-11,2021-04-06,
826973102,FRYDENBØ BILSENTER 2 AS AVD SALG FØRDE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-04-20,,,,,,925338265,,,,,,,False,,,,,,2026-04-11,2021-05-02,
827077062,INNLANDET TILHENGERSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-05-06,,,,,,927049759,,,,,,,False,,,,,,2026-04-11,2021-04-30,
827101702,HELLESTAD BIL OG MASKIN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-05-11,,,,,,990470529,,,,,,,False,,,,,,2026-04-11,2019-09-02,
827178772,DM AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-06-01,,,911 07 310,rune@dmauto.no,,927154269,,,,,,,False,,,,,,2026-04-11,2021-05-10,
827465062,GULCO HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-07-26,,,,,,927455897,,,,,,,False,,,,,,2026-04-11,2021-06-22,
827468762,MEV NORGE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-07-27,,,,,,927452952,,,,,,,False,,,,,,2026-04-11,2021-06-07,
827531162,CHOPPI AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-08-12,www.choppi.no,,486 00 090,salg@choppi.no,,927229919,,,,,,,False,,,,,,2026-04-11,2021-03-15,
827556092,AUNE CAPITAL AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,2858,KAPP,,,2021-08-19,www.auneconsulting.no,,901 01 615,erik@auneconsulting.no,,925787892,,,,,,,False,,,,,,2026-04-11,2021-06-10,
827623652,FM IMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-08-31,,,,post.fmimport@outlook.com,,927402912,,,,,,,False,,,,,,2026-04-11,2021-06-17,
827880272,ELEGANT HUS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-10-06,,,,,,927656515,,,,,,,False,,,,,,2026-04-11,2021-08-15,
827948632,KVASSHOVDEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5305,FLORVÅG,,,2021-10-18,,,,,,927937565,,,,,,,False,,,,,,2026-04-11,2021-09-21,
828086642,RS AUTOSPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-11-08,,,,,,928045315,,,,,,,False,,,,,,2026-04-11,2021-10-05,
828094092,BILPLEIEBODEN AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-11-09,,,,,,928042596,,,,,,,False,,,,,,2026-04-11,2021-10-12,
828145592,"AKROPOLIS BILSALG, YASAR",47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-11-16,,,,,,928124517,,,,,,,False,,,,,,2026-04-11,2021-10-31,
828186302,SLEDHEAD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-11-22,,,,,,928145875,,,,,,,False,,,,,,2026-04-11,2022-01-01,
828331752,AUTOLÅVEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-12-14,,,,,,928130290,,,,,,,False,,,,,,2026-04-11,2021-10-20,
828390082,DAN FREDRIK OUSTAD INVEST AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-12-21,,,,,,984968728,,,,,,,False,,,,,,2026-04-11,2020-01-01,
828428632,J W BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2021-12-22,,,,,,928178226,,,,,,,False,,,,,,2026-04-11,2021-11-04,
828577212,CHRISTOFFER BECK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-01-19,,,,,,928353028,,,,,,,False,,,,,,2026-04-11,2021-12-06,
828687972,LUXURY RIDES AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2022-02-07,,,,,,926560921,,,,,,,False,,,,,,2026-04-11,2022-01-01,
828866672,MOTORING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-03-03,,,,,,928679462,,,,,,,False,,,,,,2026-04-11,2022-01-02,
828878042,NORCAMPERS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-03-07,,,,,,928845419,,,,,,,False,,,,,,2026-04-11,2022-02-01,
828911252,AAMODTS GARAGE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1366,LYSAKER,,,2022-03-10,,,,,,928732800,,,,,,,False,,,,,,2026-04-11,2022-01-03,
828951092,HAAKON TRETTERUD LUND,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-03-18,,,,,,928789411,,,,,,,False,,,,,,2026-04-11,2021-02-01,
828974912,A.S.A INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-03-23,,,,,,928695131,,,,,,,False,,,,,,2026-04-11,2022-01-27,
829016362,VORTEX BIL & BUSS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-04-02,,,,,,928994252,,,,,,,False,,,,,,2026-04-11,2022-03-15,
829029332,AUTO1 INNLANDET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-04-05,,,,,,928845192,,,,,,,False,,,,,,2026-04-11,2022-03-21,
829093472,KARISMA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-04-25,,,,,,929069560,,,,,,,False,,,,,,2026-04-11,2022-03-01,
829129752,AUTORINGEN DIGITAL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-05-02,,,,,,929110633,,,,,,,False,,,,,,2026-04-11,2022-03-18,
829231492,CHAMP HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3140,NØTTERØY,,,2022-05-19,,,,,,988605115,,,,,,,False,,,,,,2026-04-11,2022-04-01,
829245752,ABCMOTORS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-05-23,,,,,,929230736,,,,,,,False,,,,,,2026-04-11,2022-04-15,
829256622,CAMPERIA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2022-05-25,,,,,,829241862,,,,,,,False,,,,,,2026-04-11,2022-04-29,
829416352,CARSTORE LILLESTRØM,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,,,6,,2022-06-25,,,,,,924562854,,,,,,,False,,,,,,2026-04-11,2022-09-01,
829484072,KENNETH SUNDE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-07-13,,,,,,929455010,,,,,,,False,,,,,,2026-04-11,2022-07-01,
829560402,FOSS AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-07-28,,,,,,929265653,,,,,,,False,,,,,,2026-04-11,2022-05-09,
829561352,OLAF BY,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-07-28,,,,,,929281144,,,,,,,False,,,,,,2026-04-11,2022-05-09,
829583852,JAG BILOMSETNING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,6440,ELNESVÅGEN,,,2022-08-02,,,,,,929557204,,,,,,,False,,,,,,2026-04-11,2022-05-22,
829729032,FJORDCARGO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-08-30,,,,,,929709020,,,,,,,False,,,,,,2026-04-11,2022-08-12,
829852292,AUTOSAFE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-09-15,,,,,,929437543,,,,,,,False,,,,,,2026-04-11,2022-06-13,
829866862,SKIEN BILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-09-19,,,,,,929824199,,,,,,,False,,,,,,2026-04-11,2022-08-31,
829887932,SEMBER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-09-21,,,,,,929634691,,,,,,,False,,,,,,2026-04-11,2022-09-01,
829924242,BJ BIL 1 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-09-26,,,,,,929878027,,,,,,,False,,,,,,2026-04-11,2022-08-05,
829958872,AUTOTRADE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-09-29,,,,,,929724933,,,,,,,False,,,,,,2026-04-11,2022-08-19,
830069402,TESLA NORWAY AS AVD SKUI,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,,,17,,2022-10-22,,,,,,997433173,,,,,,,False,,,,,,2026-04-11,2023-01-01,
830127712,BTR MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-10-31,,,,,,930094552,,,,,,,False,,,,,,2026-04-11,2022-11-01,
830149562,A&E COMPANY AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-11-03,,,,,,830007652,,,,,,,False,,,,,,2026-04-11,2022-10-10,
830172912,RAVN MOTOR HJELLE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5310,HAUGLANDSHELLA,,,2022-11-07,,,,,,830159622,,,,,,,False,,,,,,2026-04-11,2022-11-01,
830235612,BILKONTAKT1 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-11-15,,,,,,930176230,,,,,,,False,,,,,,2026-04-11,2022-09-13,
830301232,VIDDAS AS AVD DRAMMEN,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,1338,SANDVIKA,,,2022-11-24,,,,,,989209027,,,,,,,False,,,,,,2026-04-11,2022-11-01,
830313842,VERE TRADING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2022-11-26,,,,,,930280151,,,,,,,False,,,,,,2026-04-11,2022-11-09,
830577882,MAKSIMOVIC INVEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-01-04,,,,,,829430452,,,,,,,False,,,,,,2026-04-11,2022-11-21,
830655662,SPZ DEKK & MOTOR AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,5208,OS,7,,2023-01-16,,,,,,930634395,,,,,,,False,,,,,,2026-04-11,2022-12-01,
830681302,A & N BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1532,MOSS,,,2023-01-19,,,972 85 231,mohamadalomarkhaled@gmail.com,,930531839,,,,,,,False,,,,,,2026-04-11,2022-12-22,
830684662,FLASH BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-01-21,,,,,,930645354,,,,,,,False,,,,,,2026-04-11,2022-12-15,
830706062,KD AUTO DEBICKA,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-01-24,,,,,,830518622,,,,,,,False,,,,,,2026-04-11,2023-01-03,
830910832,NEXT AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-02-28,,,,,,930880353,,,,,,,False,,,,,,2026-04-11,2023-01-24,
830924302,OSTEFLEISEN DY AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-03-01,,,,,,930847313,,,,,,,False,,,,,,2026-04-11,2023-01-18,
830970762,B.HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-03-07,,,,,,930966924,,,,,,,False,,,,,,2026-04-11,2023-03-01,
831085452,AUTO GARANT AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,BEDR,,,,,,,,,,2023-03-22,,,,,,930797669,,,,,,,False,,,,,,2026-04-11,2022-12-23,
831089822,HIMLE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-03-23,,,,,,930830437,,,,,,,False,,,,,,2026-04-11,2023-03-15,
831106972,AR MOTORS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-03-27,,,,,,930800457,,,,,,,False,,,,,,2026-04-11,2023-01-13,
831208252,LYNBIL AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-04-17,,,,,,930901008,,,,,,,False,,,,,,2026-04-11,2023-02-16,
831355212,VALEN BIL&MASKIN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-05-06,,,,,,931135562,,,,,,,False,,,,,,2026-04-11,2023-03-24,
831359072,HELLEVIK BRUKTBIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-05-06,,,,,,931148508,,,,,,,False,,,,,,2026-04-11,2023-03-27,
831376732,BILMEGLER KARIMI AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2165,HVAM,,,2023-05-09,,,,,,931161474,,,,,,,False,,,,,,2026-04-11,2023-03-10,
831396342,VIKEN CARAVAN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-05-13,,,,,,931362658,,,,,,,False,,,,,,2026-04-11,2023-04-11,
831411112,CAR BRANDS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1593,SVINNDAL,,,2023-05-15,,,,,,931385542,,,,,,,False,,,,,,2026-04-11,2023-05-01,
831520442,BODØ AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-06-06,,,,,,931504983,,,,,,,False,,,,,,2026-04-11,2023-05-10,
831684852,RBG BEJNAROWICZ,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-07-04,,,,,,931320491,,,,,,,False,,,,,,2026-04-11,2023-06-19,
831715812,NORSK AUTOIMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-07-12,,,,,,982452287,,,,,,,False,,,,,,2026-04-11,2023-07-12,
831732032,LIKA CARS OG TRANSPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-07-18,,,,,,831697652,,,,,,,False,,,,,,2026-04-11,2023-06-07,
831824212,RONALD DIAZ SORIA GALVARRO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-08-03,,,,,,931690841,,,,,,,False,,,,,,2026-04-11,2023-07-15,
831906472,BEMO BIL OG BYGG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-08-17,,,,,,931797565,,,,,,,False,,,,,,2026-04-11,2023-06-27,
831991852,AUTONOA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-08-31,,,,,,931920146,,,,,,,False,,,,,,2026-04-11,2023-06-03,
832069612,REPSYS AUTO EKSPORT,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-09-14,,,,,,932049767,,,,,,,False,,,,,,2026-04-11,2023-08-30,
832077542,AUTOBIL ALIU,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-09-16,,,,,,932053918,,,,,,,False,,,,,,2026-04-11,2023-08-31,
832149322,HØITOMT AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-09-28,,,,,,932104296,,,,,,,False,,,,,,2026-04-11,2023-08-28,
832158682,AUTOAERO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-10-02,,,,,,932127865,,,,,,,False,,,,,,2026-04-11,2023-09-26,
832378062,A2 BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2165,HVAM,,,2023-11-01,,,,,,932351781,,,,,,,False,,,,,,2026-04-11,2023-07-03,
832400432,SLETTE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-11-04,,,,,,932335220,,,,,,,False,,,,,,2026-04-11,2023-09-04,
832533432,VAG-AUTO BRUKTBILSALG SEBASTIAN SWIATEK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-11-28,,,,,,932472589,,,,,,,False,,,,,,2026-04-11,2024-01-01,
832596922,KRONE NORGE AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-12-12,,,,,,931752480,,,,,,,False,,,,,,2026-04-11,2023-12-12,
832605352,JBO SERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-12-13,,,,,,932214822,,,,,,,False,,,,,,2026-04-11,2023-12-13,
832605662,BILIA X AS AVD SALG SKØYEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2023-12-13,,,,,,932058936,,,,,,,False,,,,,,2026-04-11,2023-02-11,
832650412,BENDIK ØRN GJERDRUM,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2023-12-19,,,,,,923796878,,,,,,,False,,,,,,2026-04-11,2022-01-01,
832651702,VATNE ART AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0124,OSLO,,,2023-12-19,,,,,,925597775,,,,,,,False,,,,,,2026-04-11,2022-01-01,
832725862,DAHLES AUTO MOSS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,12,,2023-12-27,,,,,,832684112,,,,,,,False,,,,,,2026-04-11,2024-01-01,
832848212,AUTOHAUS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2100,SKARNES,,,2024-01-18,,,481 91 761,daniel_spildrejorde@hotmail.com,,932743574,,,,,,,False,,,,,,2026-04-11,2023-10-30,
832887722,HS AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-01-24,,,,,,932772175,,,,,,,False,,,,,,2026-04-11,2024-02-01,
832903752,HS BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-01-27,,,,,,932830337,,,,,,,False,,,,,,2026-04-11,2024-01-07,
832928232,B AUTO ALHAJI,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-01-31,,,932 85 641,bader.alhaji.2014@hotmail.com,,932847930,,,,,,,False,,,,,,2026-04-11,2024-02-01,
832936812,LEIRA INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-02-01,,,,,,932928078,,,,,,,False,,,,,,2026-04-11,2024-01-10,
832982962,ATV TORGET HAGEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-02-08,,,,,,932919958,,,,,,,False,,,,,,2026-04-11,2024-01-22,
833029622,NORDWAGEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1617,FREDRIKSTAD,,,2024-02-19,,,,,,933002578,,,,,,,False,,,,,,2026-04-11,2024-01-11,
833037552,ELDORSEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-02-20,,,,,,933017877,,,,,,,False,,,,,,2026-04-11,2024-03-01,
833068652,SULLAND BIL AS AVD ALTA,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-02-23,,,,,,928102378,,,,,,,False,,,,,,2026-04-11,2024-01-15,
833082612,GJERSVIK BILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0651,OSLO,,,2024-02-27,,,,,,932993767,,,,,,,False,,,,,,2026-04-11,2024-01-17,
833082922,EXOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-02-27,,,,,,932994577,,,,,,,False,,,,,,2026-04-11,2024-02-12,
833146882,ARBEIDSBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,7017,TRONDHEIM,,,2024-03-11,,,,,,933119904,,,,,,,False,,,,,,2026-04-11,2024-03-01,
833206672,CARLINK NORGE V/ TAHIR,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-03-21,,,,,,933162192,,,,,,,False,,,,,,2026-04-11,2024-03-05,
833332112,SOARING INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-04-20,,,,,,922322171,,,,,,,False,,,,,,2026-04-11,2024-04-01,
833345362,BILBUTIKKEN TRONDHEIM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-04-24,,,,,,911781670,,,,,,,False,,,,,,2026-04-11,2023-11-01,
833424882,LUX AUTOSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-08,,,994 95 101,luxautosenter@hotmail.com,,933302423,,,,,,,False,,,,,,2026-04-11,2024-04-19,
833429442,ASKJEM BOBILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3140,NØTTERØY,,,2024-05-08,,,,,,933296822,,,,,,,False,,,,,,2026-04-11,2024-04-15,
833475592,BRUN BILFORMIDLING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-21,,,,,,933458148,,,,,,,False,,,,,,2026-04-11,2024-03-01,
833492942,BILKIOSKEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-23,,,,,,933190528,,,,,,,False,,,,,,2026-04-11,2024-06-01,
833519522,GRÅLUM BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-05-29,,,,,,933481751,,,,,,,False,,,,,,2026-04-11,2024-03-20,
833605372,KUMARS AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-13,,,,thanesh5.tu@gmail.com,,933457931,,,,,,,False,,,,,,2026-04-11,2024-05-06,
833645692,VIANORD BILER AGHA,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-06-20,,,,,,933394379,,,,,,,False,,,,,,2026-04-11,2024-05-01,
833695762,BIL BYRÅET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2150,ÅRNES,,,2024-06-27,www.bilbyraet.no,,905 11 121,fabian@bilbyraet.no,,933520846,,,,,,,False,,,,,,2026-04-11,2024-03-09,
833847392,STENEHJEM INVEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-30,,,46639093,stenehjem_invest@hotmail.com,,933638170,,,,,,,False,,,,,,2026-04-11,2024-06-01,
833849182,LIANE BIL & BYTTE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-07-30,,,,,,933663817,,,,,,,False,,,,,,2026-04-11,2024-06-14,
833862162,J.ANDRESEN HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-01,,,,,,833739662,,,,,,,False,,,,,,2026-04-11,2024-07-10,
833973002,PIS ALLER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-26,,,,,,933959198,,,,,,,False,,,,,,2026-04-11,2024-08-08,
833978292,TURIN SALG OG SERVICE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-27,,,,,,933808866,,,,,,,False,,,,,,2026-04-11,2024-06-13,
833990772,EHSANI & CO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-29,,,,,,933821900,,,,,,,False,,,,,,2026-04-11,2024-07-12,
833994662,RANA AUTOFORRETNING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-08-29,,,,,,933827348,,,,,,,False,,,,,,2026-04-11,2024-07-19,
834035952,HAROUN CARTRADING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-05,,96630856,45655555,import.export@live.no,,933896439,,,,,,,False,,,,,,2026-04-11,2024-08-01,
834147092,AHHTE INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-09-23,,,,,,934144236,,,,,,,False,,,,,,2026-04-11,2024-09-10,
834271362,BRUKTBIL FORUS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-14,,,,,,912026604,,,,,,,False,,,,,,2026-04-11,2013-05-15,
834298252,GRANLUND AMS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-17,,,,,,934185412,,,,,,,False,,,,,,2026-04-11,2024-09-22,
834298562,SIPO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2024-10-17,,,,,,934297008,,,,,,,False,,,,,,2026-04-11,2024-09-27,
834320282,CAR DEALZ AL KALLAB,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-10-22,,,,,,934157834,,,,,,,False,,,,,,2026-04-11,2024-10-14,
834417642,VIKEN SALG OG UTLEIE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-05,,,,,,934395255,,,,,,,False,,,,,,2026-04-11,2024-10-28,
834451182,BIL INVEST AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-12,,,977 24 062,bilinvest1as@gmail.com,,934291689,,,,,,,False,,,,,,2026-04-11,2024-11-01,
834463032,TOLK OG TJENSTER IWAN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-11-14,,,,,,934302370,,,,,,,False,,,,,,2026-04-11,2024-11-01,
834561042,AVP BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0580,OSLO,,,2024-11-28,,,,,,934440412,,,,,,,False,,,,,,2026-04-11,2024-11-05,
834580942,M.B CONSULTING SANDE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-12-02,,,,,,934554167,,,,,,,False,,,,,,2026-04-11,2024-11-06,
834594242,JOHANSEN INVEST,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-12-04,,,,,,934476999,,,,,,,False,,,,,,2026-04-11,2024-11-16,
834601672,KAASA BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2024-12-05,,,,,,934491378,,,,,,,False,,,,,,2026-04-11,2024-11-13,
