organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato
820915372,IOANNIS NIKOLAOU NORTHCAPE EXPORT,46.710,Engroshandel med motorvogner,,,,,ENK,Fossveien 1,1405,LANGHUS,NORDRE FOLLO,3207,1401,SKI,,,2018-05-30,,,41135752,j.nicolas71@yahoo.com,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
820936272,BAKKEMO TOM REMI HANSEN,47.810,Detaljhandel med motorvogner,,,,,ENK,Straumsvegen 914,9109,KVALØYA,TROMSØ,5501,,,,,2018-06-02,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
820937082,BILSTAD AS,47.810,Detaljhandel med motorvogner,,,,,AS,Solaveien 67,4316,SANDNES,SANDNES,1108,,,,2018-04-23,2018-06-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821002532,A&M AUTO AMIN,47.810,Detaljhandel med motorvogner,,,,,ENK,Lønningshaugen 3,5258,BLOMSTERDALEN,BERGEN,4601,,,,,2018-08-29,,,410 71 209,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
821021502,MOBILE SKØYEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Drammensveien 207,0281,OSLO,OSLO,0301,,,15,2018-06-04,2018-06-19,www.mobile.no,,,,False,,5000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821039312,356 HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ryenstubben 7,0679,OSLO,OSLO,0301,,,,2018-05-29,2018-06-21,,,,,False,,2030000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
821189012,TK-MOTOR TOR KJETIL HANSEN LINDBLAD,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,ENK,Gamle Svinesundsvei 183,1789,BERG I ØSTFOLD,HALDEN,3101,,,,,2018-07-24,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
821211832,BUSKERUD BIL DEMONTERING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Moveien 10,3300,HOKKSUND,ØVRE EIKER,3314,,,,2018-07-04,2018-08-01,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821390702,AUTO CONNECT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Strandveien 37,3050,MJØNDALEN,DRAMMEN,3301,,,,2018-07-31,2018-09-13,www.auto-connect.no,,,post@auto-connect.no,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821404592,BILPLEIESENTERET TØNSBERG AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,AS,Smiløkka 5A,3173,VEAR,TØNSBERG,3905,,,,2018-08-24,2018-09-15,,,,,False,,30000.00,Aksjekapital,NOK,2023,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821416442,JOHANSEN MEK,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,ENK,Sunndalsvegen 1622,6612,GRØA,SUNNDAL,1563,,,,,2018-09-18,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
821426162,HARRIS AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Masteveien 3,1481,HAGAN,NITTEDAL,3232,1481,HAGAN,,2018-08-03,2018-09-19,www.harrisauto.no,99 55 73 54,406 00 937,kontakt@harrisauto.no,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821476712,KHYAMY AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Andersrudveien 1,1914,YTRE ENEBAKK,ENEBAKK,3220,1914,YTRE ENEBAKK,,2018-09-12,2018-09-28,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821523842,VOGN-SERVICE AS,46.710,Engroshandel med motorvogner,,,,,AS,Sarpsborgveien 417,1658,TORP,FREDRIKSTAD,3107,1650,SELLEBAKK,10,1971-01-01,1995-03-12,www.vogn-service.no,69 36 42 50,,firmapost@vogn-service.no,False,,80000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821526272,AUTOSLO AS,47.810,Detaljhandel med motorvogner,,,,,AS,,2000,LILLESTRØM,LILLESTRØM,3205,2010,STRØMMEN,,2018-09-12,2018-10-09,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
821541522,RK-BIL AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,AS,Hensmoveien 42,3516,HØNEFOSS,RINGERIKE,3305,,,,2018-09-16,2018-10-11,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
821783542,FORIC PERFORMANCE,47.810,Detaljhandel med motorvogner,,,,,ENK,Stølshaugvegen 28,5460,HUSNES,KVINNHERAD,4617,,,,,2018-11-23,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
822113842,TB MOTORSPORT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Grindasvingen 14B,3520,JEVNAKER,JEVNAKER,3236,,,,2019-01-09,2019-01-24,www.tbmotorsport.no,,452 20 717,post@tbmotorsport.no,False,,327000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822127002,VESTFOLD AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gunnar Schjelderups vei 9,0485,OSLO,OSLO,0301,0617,OSLO,,2018-12-10,2019-01-28,,,,,False,,300000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
822128432,VBA HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hølondvegen 2064,7212,KORSVEGEN,MELHUS,5028,,,,2019-01-04,2019-01-29,,,,,False,,140000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
822222072,HEGERLAND BIL & MASKIN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Litledalsvegen 207,5590,ETNE,ETNE,4611,,,,2019-01-29,2019-02-14,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822248012,FAGERLI MULTISERVICE,47.810,Detaljhandel med motorvogner,,,,,ENK,Sørkollen 6,4820,FROLAND,FROLAND,4214,,,,,2019-02-19,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,1,2026-04-11
822298982,BACKYARD ENGINEERING AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,AS,Åsheimenga 2,1622,GRESSVIK,FREDRIKSTAD,3107,,,,2019-01-23,2019-02-27,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822391702,AUTO PERFORMANCE AS,46.710,Engroshandel med motorvogner,,,,,AS,Fiskum næringsområde 35C,3322,FISKUM,ØVRE EIKER,3314,3302,HOKKSUND,,2019-03-01,2019-03-14,,,,,False,,50000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822427782,ÅSANE AUTO SHIPPING INTERNATIONALE SEBAR MOHAMMED ELHABIB,47.810,Detaljhandel med motorvogner,,,,,ENK,Merkesvika 6,5265,YTRE ARNA,BERGEN,4601,5879,BERGEN,,,2019-03-21,,,,,False,,,,,2021,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
822520162,ELIS PROJECT LIVIU STEFAN ENE,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,ENK,Symrevegen 12,2208,KONGSVINGER,KONGSVINGER,3401,,,,,2019-03-22,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
822530052,NO LIMITS HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Turistveien 55,7075,TILLER,TRONDHEIM,5001,,,,2019-01-15,2019-03-25,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
822607462,RING BIL ARENDAL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Frolandsveien 2B,4847,ARENDAL,ARENDAL,4203,,,,2019-03-12,2019-04-08,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822645852,AUTOGOL BANYS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,ENK,Rotneimvegen 357,3550,GOL,GOL,3324,,,,,2019-04-16,,,,,False,,,,,,8200,Personlig næringsdrivende,True,False,False,False,False,1,2026-04-11
822651852,SOLØR AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Negardsvegen 23,2270,FLISA,ÅSNES,3418,,,,2019-03-31,2019-04-23,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822694632,INNLANDET MOTOR V/ ALMENNINGEN,47.810,Detaljhandel med motorvogner,,,,,ENK,Bjørgedalsvegen 240,2388,BRUMUNDDAL,RINGSAKER,3411,,,,,2019-05-02,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
822699332,ACQUIRE HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Liebakken 26,3048,DRAMMEN,DRAMMEN,3301,,,,2019-04-10,2019-05-03,www.hylleselskapet.no,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
822720722,NAMSOS BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Akslavegen 1,7820,SPILLUM,NAMSOS,5007,,,11,2019-04-23,2019-05-21,,,,,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822786642,ROBIN LINDGREN,47.810,Detaljhandel med motorvogner,,,,,ENK,c/o Robin Lindgren; Graslijordet 20A,4700,VENNESLA,VENNESLA,4223,,,,,2019-05-22,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
822905862,PRIME AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Klevarsida 68,3812,AKKERHAUGEN,MIDT-TELEMARK,4020,,,5,2019-05-23,2019-06-17,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
822934692,HAGEN BRUKTBIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Øvre Kilen 21,4244,NESFLATEN,SULDAL,1134,,,,,2019-06-24,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
823330162,MACURA,47.810,Detaljhandel med motorvogner,,,,,ENK,Krambugata 1,4330,ÅLGÅRD,GJESDAL,1122,,,,,2019-09-04,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
823351852,BUGATTI NORDIC TOM HARALD RANUM,47.810,Detaljhandel med motorvogner,,,,,ENK,Østre Strandgate 70,4608,KRISTIANSAND S,KRISTIANSAND,4204,,,,,2019-09-06,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,True,False,False,1,2026-04-11
823378742,CARNEXT.COM NO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kragerudveien 80,2013,SKJETTEN,LILLESTRØM,3205,,,,2019-08-28,2019-09-11,,,,,False,,30030.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
823454082,NOR-IN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bjerkåsveien 1A,1391,VOLLEN,ASKER,3203,,,,2019-06-21,2019-09-24,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
823869282,TOMEK TOMASZ WACHLA,47.810,Detaljhandel med motorvogner,,,,,ENK,Dolmøyveien 33,7252,DOLMØY,HITRA,5056,,,,,2019-11-21,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
823874332,OR BILSALG OMID RASOOLI,47.810,Detaljhandel med motorvogner,,,,,ENK,Lindeveien 37,3055,KROKSTADELVA,DRAMMEN,3301,,,,,2019-11-22,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
823880812,MOTORWELT PAPE,47.810,Detaljhandel med motorvogner,,,,,ENK,Sølvreven 85,3033,DRAMMEN,DRAMMEN,3301,,,,,2019-11-23,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
823955022,AAMOT AUTO,46.710,Engroshandel med motorvogner,,,,,ENK,Bøgardsvegen 36,6814,FØRDE,SUNNFJORD,4647,,,,,2019-11-27,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
824325502,MIDTBØ-HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Rekefjord,4380,HAUGE I DALANE,SOKNDAL,1111,,,,2019-12-12,2020-01-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
824387842,MAN TRUCK & BUS NORGE AS,46.710,Engroshandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Kloppaveien 20,1472,FJELLHAMAR,LØRENSKOG,3222,1471,LØRENSKOG,272,1979-09-21,1995-03-12,www.man.no,67 98 05 50,,kundesenter@man.no,False,,84184100.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,8,2026-04-11
824421552,SUNDHEIM HOLDING AS,46.710,Engroshandel med motorvogner,,,,,AS,Finstadvegen 233,2072,DAL,EIDSVOLL,3240,,,,2020-01-04,2020-01-16,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
824428492,AUTOLEA AS,47.810,Detaljhandel med motorvogner,,,,,AS,Nansetgata 144,3271,LARVIK,LARVIK,3909,,,,2020-01-06,2020-01-17,,,,,False,,120000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
824436932,NORTH EAST BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Sigvat Skalds vei 9,1532,MOSS,MOSS,3103,1532,MOSS,,2019-11-18,2020-01-17,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
824451532,KNUT MÆLUM BILOMSETNING,47.810,Detaljhandel med motorvogner,,,,,ENK,Tiuråsen 30,2743,HARESTUA,LUNNER,3234,,,,,2020-01-21,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
824505632,BORG BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kløvningsten 5,1739,BORGENHAUGEN,SARPSBORG,3105,,,,2020-01-10,2020-01-29,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
824650292,S. JOHANNESSEN,47.810,Detaljhandel med motorvogner,,,,,ENK,Steinar Boye Johannessen; Haskollveien 87,3403,LIER,LIER,3312,,,,,2020-02-24,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
824681562,EMIL SIVESIND,47.810,Detaljhandel med motorvogner,,,,,ENK,Heksumvegen 101,2846,BØVERBRU,VESTRE TOTEN,3443,,,,,2020-02-28,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
824767092,HAUKÅS ATV AS,47.810,Detaljhandel med motorvogner,,,,,AS,Eidemsbakken 1,6440,ELNESVÅGEN,HUSTADVIKA,1579,,,6,2020-02-05,2020-03-16,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
824846952,AKTIV AUTO 9 AS,47.810,Detaljhandel med motorvogner,,,,,AS,Nedre Eikervei 14B,3045,DRAMMEN,DRAMMEN,3301,,,,2020-03-15,2020-03-27,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
824939322,RICHARDS BILER NATVIG,47.810,Detaljhandel med motorvogner,,,,,ENK,Breimyrkollen 64,4628,KRISTIANSAND S,KRISTIANSAND,4204,,,,,2020-04-17,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
825021302,UELAND INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Anton Ueland; Buevegen 383,4360,VARHAUG,HÅ,1119,,,,2020-04-27,2020-05-04,,,,,False,,40000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
825047182,MYCAMP AS,47.810,Detaljhandel med motorvogner,,,,,AS,Klinkelinna 230,2827,HUNNDALEN,GJØVIK,3407,,,,2020-04-25,2020-05-08,www.mycamp.no,41 48 48 41,462 23 487,info@mycamp.no,False,,50000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825101322,SØR MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vesterveien 228,4817,HIS,ARENDAL,4203,,,,2020-04-15,2020-05-22,,,977 39 700,post@tepedersen.no,False,,200000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825114572,VIKEBY HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kilebusvingen 2,1870,ØRJE,MARKER,3122,1871,ØRJE,,2020-05-26,2020-06-03,,,,,False,,290000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
825194452,RASUL KADHIM HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Tomtveien 28,2015,LEIRSUND,LILLESTRØM,3205,,,,2020-04-27,2020-06-15,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
825273182,TAFF INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Tom André Fjeldstad; Sevalvegen 133,2822,BYBRUA,GJØVIK,3407,,,,2020-06-18,2020-06-30,,,,,True,,780000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
825342702,REPPE AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ranheimsmoen 30,7054,RANHEIM,TRONDHEIM,5001,,,,2020-07-01,2020-07-14,,,,,False,,330000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825383182,SHIVAN KANABI,47.810,Detaljhandel med motorvogner,,,,,ENK,Pukerudveien 71,3048,DRAMMEN,DRAMMEN,3301,,,,,2020-07-23,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
825448462,SIGMA TRADING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Midtunhaugen 10,5224,NESTTUN,BERGEN,4601,,,10,2020-07-01,2020-08-07,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825460152,CALIPER AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Spondalen 35,5121,ULSET,BERGEN,4601,,,,2020-08-01,2020-08-11,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825477462,BESTUL BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Jomfrulandsveien 2,3530,RØYSE,HOLE,3310,3531,KROKKLEIVA,,2020-07-21,2020-08-12,www.bestulbil.no,23 89 10 47,994 93 910,post@bestulbil.no,False,,840000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825575162,OSLO BIL AUTO AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Huldertjernvegen 16C,2070,RÅHOLT,EIDSVOLL,3240,,,,2020-07-30,2020-09-02,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825615202,A-M HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Arild Reitan Sandnes; Havdalsvegen 361,7517,HELL,STJØRDAL,5035,,,,2020-08-25,2020-09-10,,,,,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
825628762,SANDERS JOBB OG FRITID AS,47.810,Detaljhandel med motorvogner,,,,,AS,Trippestadveien 18,1814,ASKIM,INDRE ØSTFOLD,3118,,,,2020-08-17,2020-09-15,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825706992,KJELL STRØMME AS BILFORRETNING,47.810,Detaljhandel med motorvogner,,,,,AS,Ægirs vei 1E,4632,KRISTIANSAND S,KRISTIANSAND,4204,,,,1968-09-25,1995-02-19,,38 09 10 56,,,False,,102960.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825741852,MOTOR-HANDEL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Leangen alle 8,7044,TRONDHEIM,TRONDHEIM,5001,,,,2020-09-16,2020-10-02,,,,,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825786112,RUBANI CARS,47.810,Detaljhandel med motorvogner,,,,,ENK,Utstranda 665,3531,KROKKLEIVA,HOLE,3310,,,,,2020-10-28,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
825786252,SPARTVEIT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hegdalringen 10,3261,LARVIK,LARVIK,3909,3253,LARVIK,7,2020-09-28,2020-10-14,,,,,False,,1200000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825792872,KRISTIANSAND BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Barstølveien 20,4636,KRISTIANSAND S,KRISTIANSAND,4204,,,,2020-09-23,2020-10-15,,,,,True,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825800662,VAK NORGE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bekkeveien 163,3173,VEAR,TØNSBERG,3905,3108,VEAR,,2020-08-20,2020-11-10,,,909 93 553,geir.strande@vak.fi,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825822852,FLÅBYGD BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Strengenvegen 847,3825,LUNDE,NOME,4018,,,,2020-09-03,2020-10-22,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
825851402,AUTOFORIA AS,47.810,Detaljhandel med motorvogner,,,,,AS,Langeduken 30,3731,SKIEN,SKIEN,4003,,,,2020-09-20,2020-10-27,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
825929622,GARDERMOEN BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Industrivegen 72,2072,DAL,EIDSVOLL,3240,,,9,2020-10-08,2020-11-06,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
826091282,RS AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hillevågsveien 100,4016,STAVANGER,STAVANGER,1103,4307,SANDNES,,2020-11-11,2020-12-03,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
826123532,SAKARIAS HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Industriveien 2,1337,SANDVIKA,BÆRUM,3201,,,,2020-10-06,2020-12-08,,,,,False,,68000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
826311932,AUTOBUDDIES AS,47.810,Detaljhandel med motorvogner,,,,,AS,Aunsvingen 9,7039,TRONDHEIM,SELBU,5032,,,,2020-11-12,2020-12-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
826342552,BERTEL O. STEEN LASTEBIL OG BUSS AS,47.810,Detaljhandel med motorvogner,,,,,AS,Solheimveien 7,1461,LØRENSKOG,LØRENSKOG,3222,1471,LØRENSKOG,310,2020-11-06,2021-01-07,,,,,False,,1250000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
826367342,SELECT BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bølevegen 142,3713,SKIEN,SKIEN,4003,,,,2020-12-15,2021-01-11,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
826529822,TOPAL SERVICE BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Lindeberglia 36,1069,OSLO,OSLO,0301,0855,OSLO,,,2021-02-04,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
826572272,GOLDEN CARS AS,47.810,Detaljhandel med motorvogner,,,,,AS,Mosseveien 76,1640,RÅDE,RÅDE,3112,1640,RÅDE,,2021-01-22,2021-02-11,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
